ID,Court Number 1,Court Number 2,Court Number 3,Court Number 4,Case Type,Jury Sworn Date,Trial End Date,Co-Defendant,Trial Length Days,Convicted,Concluded,Trial Outcome,Crime Description
1070,17008042,,,,Misdemeanor,2018/04/03,2018/04/10,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
1071,2503480,,,,Misdemeanor,2018/03/26,2018/04/11,N,16,Not Convicted,Concluded,Not Convicted,Child Physical Ab
1072,17003314,,,,Misdemeanor,2018/04/05,2018/04/12,N,7,Convicted,Concluded,Convicted,DUI
1073,17016780,,,,Misdemeanor,2018/04/11,2018/04/13,N,2,Convicted,Concluded,Convicted,Vandalism
1074,15021496,,,,Felony,2018/04/04,2018/04/16,N,12,Convicted,Concluded,Convicted,Assault-Felony
1075,16007150,,,,Misdemeanor,2018/04/06,2018/04/16,N,10,Not Convicted,Concluded,Not Convicted,Gun-Misdemeanor
1076,16018813,,,,Felony,2018/04/11,2018/04/17,N,6,Not Convicted,Not Concluded,Mistrial,Child Sexual Abus
1077,17014861,,,,Misdemeanor,2018/04/04,2018/04/17,N,13,Convicted,Concluded,Convicted,DUI
1078,17017753,,,,Misdemeanor,2018/04/12,2018/04/18,N,6,Convicted,Concluded,Convicted,DUI
1079,17010909,,,,Felony,2018/04/10,2018/04/19,N,9,Not Convicted,Not Concluded,Mistrial,Burglary-Resident
1080,14031191,,,,Felony,2018/03/13,2018/04/24,N,42,Convicted,Concluded,Convicted,Robbery 2nd Degre
1081,2506754,,,,Misdemeanor,2018/04/18,2018/04/24,N,6,Not Convicted,Concluded,Not Convicted,Gun-Misdemeanor
1082,17008812,,,,Misdemeanor,2018/04/24,2018/04/30,N,6,Convicted,Concluded,Convicted,DUI
1083,17008812,,,,Misdemeanor,2018/04/25,2018/04/30,N,5,Convicted,Concluded,Convicted,DUI
1084,17017812,,,,Felony,2018/04/23,2018/05/01,N,8,Not Convicted,Concluded,Not Convicted,Assault-Felony
1085,1749757,,,,CV,2018/04/30,2018/05/03,N,3,Not Convicted,Concluded,Not Convicted,NA
1086,17009781,,,,Misdemeanor,2018/05/03,2018/05/07,N,4,Convicted,Concluded,Convicted,DUI
1087,2502279,,,,Misdemeanor,2018/04/23,2018/05/08,N,15,Convicted,Concluded,Convicted,DUI with Injury
1088,18000034,17014113,,,Misdemeanor,2018/05/01,2018/05/09,N,8,Convicted,Concluded,Convicted,DUI
1089,17004889,,,,Misdemeanor,2018/05/03,2018/05/09,N,6,Convicted,Concluded,Convicted,DUI
1090,18000500,,,,Felony,2018/05/03,2018/05/10,N,7,Not Convicted,Not Concluded,Mistrial,Assault-Felony
1091,16020079,,,,Misdemeanor,2018/05/07,2018/05/10,N,3,Not Convicted,Not Concluded,Mistrial,DUI
1092,14008626,,,,Felony,2018/05/01,2018/05/14,Y,13,Convicted,Concluded,Convicted,Assault-Felony
1093,17006181,,,,Misdemeanor,2018/05/07,2018/05/14,N,7,Convicted,Concluded,Convicted,DUI
1094,14007070,,,,Felony,2018/05/01,2018/05/14,Y,13,Convicted,Concluded,Convicted,Conversion
1095,17016958,,,,Felony,2018/05/10,2018/05/15,N,5,Not Convicted,Concluded,Not Convicted,Burglary-Resident
1096,17013555,,,,Misdemeanor,2018/05/15,2018/05/16,N,1,Not Convicted,Not Concluded,Mistrial,DUI
1097,18001960,,,,Misdemeanor,2018/05/10,2018/05/18,N,8,Not Convicted,Not Concluded,Mistrial,DUI
1098,2507170,,,,Misdemeanor,2018/05/14,2018/05/18,N,4,Convicted,Concluded,Convicted,DUI
1099,18000323,,,,Felony,2018/05/16,2018/05/21,N,5,Convicted,Concluded,Convicted,Elder Abuse-Physi
1100,2507132,,,,Misdemeanor,2018/05/22,2018/05/29,N,7,Convicted,Concluded,Convicted,DUI
1101,13034996,,,,Felony,2018/05/07,2018/05/31,N,24,Convicted,Concluded,Convicted,Homicide
1102,17010022,,,,Misdemeanor,2018/05/21,2018/05/31,N,10,Convicted,Concluded,Convicted,DUI
1103,18005113,,,,Misdemeanor,2018/05/30,2018/06/01,N,2,Not Convicted,Concluded,Not Convicted,Stay Away Violati
1104,18003199,,,,Felony,2018/05/29,2018/06/04,N,6,Not Convicted,Concluded,Not Convicted,Resist/Obstruct
1105,17014491,,,,Misdemeanor,2018/05/24,2018/06/05,N,12,Convicted,Concluded,Convicted,DUI
1106,18000921,,,,Felony,2018/05/15,2018/06/05,N,21,Convicted,Concluded,Convicted,Robbery 2nd Degre
1107,18001569,,,,Felony,2018/05/23,2018/06/05,N,13,Convicted,Concluded,Convicted,Assault-Felony
1108,18001459,,,,Felony,2018/05/23,2018/06/05,N,13,Not Convicted,Not Concluded,Mistrial,Assault-Felony
1109,17014491,,,,Misdemeanor,2018/05/29,2018/06/05,N,7,Convicted,Concluded,Convicted,DUI
1110,18001941,,,,Felony,2018/05/24,2018/06/05,N,12,Convicted,Concluded,Convicted,Carjacking
1111,18000934,,,,Misdemeanor,2018/06/06,2018/06/13,N,7,Convicted,Concluded,Convicted,DUI
1112,16018171,,,,Misdemeanor,2018/06/06,2018/06/15,N,9,Convicted,Concluded,Convicted,DUI
1113,16018172,,,,Misdemeanor,2018/06/06,2018/06/15,N,9,Not Convicted,Not Concluded,Mistrial,Gun-Misdemeanor
1114,17013740,,,,Misdemeanor,2018/06/07,2018/06/18,N,11,Convicted,Concluded,Convicted,Assault-Misdemean
1115,18001049,,,,Misdemeanor,2018/06/11,2018/06/19,N,8,Convicted,Concluded,Convicted,Assault-Misdemean
1116,13030614,,,,Felony,2018/05/30,2018/06/19,N,20,Convicted,Concluded,Convicted,Robbery 1st Degre
1117,17001483,,,,Misdemeanor,2018/06/11,2018/06/20,N,9,Convicted,Concluded,Convicted,DUI
1118,15027520,,,,Felony,2018/05/15,2018/06/20,N,36,Convicted,Concluded,Convicted,Homicide
1119,17008659,,,,Misdemeanor,2018/06/14,2018/06/22,N,8,Not Convicted,Not Concluded,Mistrial,DUI
1120,18004065,,,,Felony,2018/06/18,2018/06/22,N,4,Not Convicted,Concluded,Not Convicted,Burglary-Commerci
1121,2488966,,,,Misdemeanor,2018/06/12,2018/06/25,N,13,Not Convicted,Not Concluded,Mistrial,Vehicular Homicid
1122,18000070,,,,Misdemeanor,2018/06/21,2018/06/27,N,6,Convicted,Concluded,Convicted,DUI
1123,18007889,,,,Misdemeanor,2018/06/21,2018/06/27,N,6,Not Convicted,Concluded,Not Convicted,Stay Away Violati
1124,2505502,,,,Misdemeanor,2018/06/27,2018/07/03,N,6,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1125,18006666,,,,Misdemeanor,2018/07/02,2018/07/09,N,7,Convicted,Concluded,Convicted,DUI
1126,2508445,,,,Misdemeanor,2018/07/03,2018/07/11,N,8,Not Convicted,Not Concluded,Mistrial,DUI
1127,18008476,,,,Misdemeanor,2018/07/05,2018/07/11,N,6,Convicted,Concluded,Convicted,Other-Misdemeanor
1128,16002619,,,,Felony,2018/06/22,2018/07/11,N,19,Convicted,Concluded,Convicted,Robbery 2nd Degre
1129,18001813,,,,Felony,2018/06/29,2018/07/12,N,13,Convicted,Concluded,Convicted,Narcotics
1130,18005329,,,,Misdemeanor,2018/07/05,2018/07/12,N,7,Convicted,Concluded,Convicted,DUI
1131,18008786,,,,Misdemeanor,2018/07/09,2018/07/13,N,4,Not Convicted,Concluded,Not Convicted,Stay Away Violati
1132,18005528,,,,Felony,2018/07/11,2018/07/17,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
1133,17010656,,,,Misdemeanor,2018/07/10,2018/07/17,N,7,Convicted,Concluded,Convicted,DUI
1134,18001206,,,,Felony,2018/07/09,2018/07/18,Y,9,Convicted,Concluded,Convicted,Burglary-Auto
1135,18001205,,,,Felony,2018/07/09,2018/07/18,Y,9,Convicted,Concluded,Convicted,Burglary-Auto
1136,18007778,,,,Misdemeanor,2018/07/10,2018/07/18,N,8,Convicted,Concluded,Convicted,Trespass
1137,17016265,,,,Misdemeanor,2018/07/12,2018/07/19,N,7,Convicted,Concluded,Convicted,DUI
1138,18002375,,,,Felony,2018/07/10,2018/07/20,N,10,Convicted,Concluded,Convicted,Burglary-Auto
1139,17015768,,,,Felony,2018/05/15,2018/07/23,N,69,Not Convicted,Not Concluded,Mistrial,Assault-Felony
1140,14029518,,,,Felony,2018/06/12,2018/07/23,N,41,Convicted,Concluded,Convicted,Sexual Assault
1141,17013431,,,,Misdemeanor,2018/04/19,2018/07/24,N,96,Not Convicted,Concluded,Not Convicted,DUI
1142,18005354,,,,Misdemeanor,2018/07/18,2018/07/24,N,6,Convicted,Concluded,Convicted,DUI
1143,18003364,,,,Misdemeanor,2018/07/19,2018/07/25,N,6,Not Convicted,Concluded,Not Convicted,Vandalism
1144,18007296,,,,Felony,2018/07/23,2018/07/26,N,3,Not Convicted,Concluded,Not Convicted,Threats
1145,18006685,,,,Felony,2018/07/26,2018/08/01,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
1146,18004555,,,,Misdemeanor,2018/07/25,2018/08/01,N,7,Not Convicted,Not Concluded,Mistrial,DUI
1147,14031213,,,,Misdemeanor,2018/07/17,2018/08/02,N,16,Convicted,Concluded,Convicted,Vehicular Homicid
1148,14032919,,,,Misdemeanor,2018/08/06,2018/08/06,N,0,Convicted,Concluded,Convicted,DUI
1149,2507920,,,,Misdemeanor,2018/07/30,2018/08/08,N,9,Convicted,Concluded,Convicted,Theft- Non-Auto
1150,2498077,17014709,,,Misdemeanor,2018/07/31,2018/08/08,N,8,Convicted,Concluded,Convicted,Theft- Non-Auto
1151,18009356,,,,Misdemeanor,2018/08/06,2018/08/09,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
1152,15026233,,,,Misdemeanor,2018/08/02,2018/08/09,N,7,Not Convicted,Not Concluded,Mistrial,DUI
1153,2506505,,,,Misdemeanor,2018/08/07,2018/08/13,N,6,Not Convicted,Concluded,Not Convicted,Gun-Misdemeanor
1154,17010909,,,,Felony,2018/07/31,2018/08/14,N,14,Convicted,Concluded,Convicted,Burglary-Resident
1155,18004783,,,,Felony,2018/08/13,2018/08/17,N,4,Convicted,Concluded,Convicted,Robbery 2nd Degre
1156,17009634,,,,Felony,2018/08/10,2018/08/17,N,7,Not Convicted,Not Concluded,Mistrial,Assault-Felony
1157,1925047,,,,CV,2018/07/25,2018/08/21,N,27,Convicted,Concluded,Convicted,NA
1158,17016408,,,,Felony,2018/08/21,2018/08/22,N,1,Convicted,Concluded,Convicted,Vandalism
1159,15000049,,,,Misdemeanor,2018/08/15,2018/08/22,N,7,Not Convicted,Not Concluded,Mistrial,DUI
1160,16021144,,,,Felony,2018/08/21,2018/08/23,N,2,Convicted,Concluded,Convicted,Burglary-Auto
1161,17008281,,,,Misdemeanor,2018/08/22,2018/08/23,N,1,Convicted,Concluded,Convicted,Gun-Misdemeanor
1162,18001652,,,,Felony,2018/08/20,2018/08/28,N,8,Convicted,Concluded,Convicted,Narcotics
1163,17004975,,,,Misdemeanor,2018/08/27,2018/08/30,N,3,Convicted,Concluded,Convicted,DUI
1164,18006623,,,,Misdemeanor,2018/08/22,2018/08/31,N,9,Convicted,Concluded,Convicted,DUI
1165,18000020,,,,Misdemeanor,2018/08/27,2018/09/05,N,9,Not Convicted,Not Concluded,Mistrial,DUI
1166,16005112,,,,Felony,2018/08/29,2018/09/06,N,8,Convicted,Concluded,Convicted,Robbery 2nd Degre
1167,2502348,,,,Misdemeanor,2018/09/04,2018/09/06,N,2,Convicted,Concluded,Convicted,DUI
1168,17014346,,,,Misdemeanor,2018/08/28,2018/09/10,N,13,Convicted,Concluded,Convicted,Assault-Misdemean
1169,2507982,,,,Misdemeanor,2018/09/05,2018/09/11,N,6,Not Convicted,Concluded,Not Convicted,Child Physical Ab
1170,14009093,,,,Felony,2018/08/22,2018/09/11,N,20,Convicted,Concluded,Convicted,Gang
1171,17018149,,,,Misdemeanor,2018/09/06,2018/09/11,N,5,Convicted,Concluded,Convicted,DUI
1172,14007486,,,,Felony,2018/08/21,2018/09/12,N,22,Convicted,Concluded,Convicted,Assault-Felony
1173,18011602,2503893,,,Misdemeanor,2018/09/07,2018/09/13,N,6,Not Convicted,Not Concluded,Mistrial,Vandalism
1174,18007042,,,,Felony,2018/08/30,2018/09/13,N,14,Convicted,Concluded,Convicted,Assault-Felony
1175,18011502,,,,Misdemeanor,2018/09/07,2018/09/13,N,6,Convicted,Concluded,Convicted,Threats
1176,11019305,,,,Felony,2018/08/30,2018/09/19,N,20,Convicted,Concluded,Convicted,Burglary
1177,18005227,,,,Misdemeanor,2018/09/19,2018/09/19,N,0,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
1178,18002505,,,,Felony,2018/09/07,2018/09/19,N,12,Convicted,Concluded,Convicted,Attempted Homicid
1179,18011722,,,,Misdemeanor,2018/09/17,2018/09/20,N,3,Convicted,Concluded,Convicted,Vandalism
1180,17006863,,,,Misdemeanor,2018/09/18,2018/09/20,N,2,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1181,15003373,,,,Felony,2018/09/12,2018/09/21,N,9,Convicted,Concluded,Convicted,Conversion
1182,17018804,,,,Misdemeanor,2018/09/13,2018/09/21,N,8,Convicted,Concluded,Convicted,DUI
1183,18009392,,,,Felony,2018/09/12,2018/09/25,N,13,Convicted,Concluded,Convicted,Robbery
1184,18009763,,,,Misdemeanor,2018/09/20,2018/09/26,N,6,Convicted,Concluded,Convicted,DUI
1185,11003081,,,,Felony,2018/09/06,2018/09/27,N,21,Convicted,Concluded,Convicted,Homicide
1186,18001654,,,,Misdemeanor,2018/09/18,2018/09/28,N,10,Convicted,Concluded,Convicted,DUI
1187,17018318,,,,Felony,2018/09/24,2018/09/28,N,4,Convicted,Concluded,Convicted,Burglary-Resident
1188,17009610,,,,Felony,2018/09/17,2018/10/02,N,15,Convicted,Concluded,Convicted,Assault-Felony
1189,18013457,,,,Misdemeanor,2018/10/02,2018/10/03,N,1,Not Convicted,Not Concluded,Mistrial,Resist/Obstruct/D
1190,17017572,,,,Misdemeanor,2018/09/30,2018/10/03,N,3,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1191,17013348,,,,Misdemeanor,2018/09/27,2018/10/04,N,7,Convicted,Concluded,Convicted,DUI
1192,18004474,,,,Misdemeanor,2018/10/02,2018/10/04,N,2,Convicted,Concluded,Convicted,DUI
1193,18007978,,,,Misdemeanor,2018/09/28,2018/10/05,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
1194,18013497,,,,Misdemeanor,2018/10/02,2018/10/09,N,7,Not Convicted,Concluded,Not Convicted,Other-Misdemeanor
1195,18002400,,,,Misdemeanor,2018/10/04,2018/10/10,N,6,Convicted,Concluded,Convicted,Threats
1196,11003081,,,,Felony,2018/10/01,2018/10/10,N,9,Convicted,Concluded,Convicted,Homicide
1197,2509022,,,,Misdemeanor,2018/09/27,2018/10/11,N,14,Convicted,Concluded,Convicted,DUI
1198,18007033,,,,Misdemeanor,2018/10/04,2018/10/12,N,8,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
1199,18006836,,,,Misdemeanor,2018/10/05,2018/10/12,N,7,Convicted,Concluded,Convicted,DUI
1200,18011826,,,,Misdemeanor,2018/10/12,2018/10/16,N,4,Not Convicted,Concluded,Not Convicted,Narcotics
1201,18004336,,,,Misdemeanor,2018/10/15,2018/10/17,N,2,Not Convicted,Concluded,Not Convicted,DUI
1202,18002669,,,,Felony,2018/10/16,2018/10/18,N,2,Not Convicted,Concluded,Not Convicted,Fraud-Other
1203,18004799,,,,Felony,2018/08/22,2018/10/18,N,57,Convicted,Concluded,Convicted,Homicide
1204,18008831,,,,Felony,2018/10/11,2018/10/18,N,7,Not Convicted,Concluded,Not Convicted,Elder Abuse-Finan
1205,17015500,,,,Misdemeanor,2018/10/11,2018/10/18,N,7,Convicted,Concluded,Convicted,Threats
1206,16022323,,,,Misdemeanor,2018/10/18,2018/10/22,N,4,Convicted,Concluded,Convicted,DUI
1207,18010721,,,,Felony,2018/10/10,2018/10/22,N,12,Not Convicted,Not Concluded,Mistrial,Assault-Felony
1208,17011185,,,,Misdemeanor,2018/10/12,2018/10/23,N,11,Not Convicted,Not Concluded,Mistrial,DUI
1209,17016980,,,,Misdemeanor,2018/10/22,2018/10/24,N,2,Convicted,Concluded,Convicted,DUI
1210,2503210,,,,Misdemeanor,2018/10/18,2018/10/24,N,6,Not Convicted,Concluded,Not Convicted,DUI
1211,18010337,,,,Felony,2018/10/19,2018/10/25,N,6,Convicted,Concluded,Convicted,Burglary-Resident
1212,1857533,,,,CV,2018/10/23,2018/10/25,N,2,Convicted,Concluded,Convicted,NA
1213,18013510,,,,Misdemeanor,2018/10/18,2018/10/26,N,8,Not Convicted,Not Concluded,Mistrial,Stay Away Violati
1214,18013510,,,,Misdemeanor,2018/10/22,2018/10/26,N,4,Not Convicted,Not Concluded,Mistrial,Stay Away Violati
1215,18008066,,,,Misdemeanor,2018/10/15,2018/10/26,N,11,Convicted,Concluded,Convicted,Stay Away Violati
1216,18012730,,,,Misdemeanor,2018/10/24,2018/10/29,N,5,Convicted,Concluded,Convicted,Gun-Misdemeanor
1217,2505632,,,,Misdemeanor,2018/10/24,2018/10/29,N,5,Convicted,Concluded,Convicted,Gun-Misdemeanor
1218,17019171,,,,Misdemeanor,2018/10/23,2018/10/30,N,7,Convicted,Concluded,Convicted,290 Failure to Re
1219,18012802,,,,Felony,2018/10/30,2018/11/02,N,3,Convicted,Concluded,Convicted,Assault-Felony
1220,18011472,,,,Misdemeanor,2018/10/30,2018/11/02,N,3,Convicted,Concluded,Convicted,DUI
1221,18008255,,,,Misdemeanor,2018/10/31,2018/11/05,N,5,Not Convicted,Not Concluded,Mistrial,Threats
1222,17000157,,,,Misdemeanor,2018/10/31,2018/11/06,N,6,Convicted,Concluded,Convicted,DUI
1223,17016615,,,,Misdemeanor,2018/11/02,2018/11/07,N,5,Not Convicted,Not Concluded,Mistrial,DUI
1224,18011062,,,,Felony,2018/10/30,2018/11/07,N,8,Convicted,Concluded,Convicted,Burglary-Resident
1225,18011513,,,,Felony,2018/10/25,2018/11/07,N,13,Convicted,Concluded,Convicted,Robbery 2nd Degre
1227,18014861,,,,Misdemeanor,2018/10/31,2018/11/09,N,9,Not Convicted,Concluded,Not Convicted,Weapons- Non-Gun
1228,18010556,,,,Misdemeanor,2018/11/05,2018/11/13,N,8,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
1229,18001949,,,,Felony,2018/11/01,2018/11/15,N,14,Convicted,Concluded,Convicted,Threats
1230,18008489,,,,Misdemeanor,2018/11/05,2018/11/15,N,10,Convicted,Concluded,Convicted,DUI
1231,18009266,,,,Misdemeanor,2018/11/07,2018/11/16,N,9,Convicted,Concluded,Convicted,Stay Away Violati
1232,18014737,,,,Felony,2018/11/13,2018/11/19,N,6,Convicted,Concluded,Convicted,Assault-Felony
1233,15010069,,,,Felony,2018/10/24,2018/11/19,N,26,Not Convicted,Not Concluded,Mistrial,Homicide
1234,18014152,,,,Misdemeanor,2018/11/13,2018/11/19,N,6,Convicted,Concluded,Convicted,DUI
1235,18006291,,,,Felony,2018/10/31,2018/11/20,N,20,Convicted,Concluded,Convicted,Child Sexual Abus
1236,18014472,,,,Misdemeanor,2018/11/26,2018/11/29,N,3,Convicted,Concluded,Convicted,DUI
1237,18013627,,,,Misdemeanor,2018/11/26,2018/11/29,N,3,Convicted,Concluded,Convicted,Assault-Misdemean
1238,17003903,,,,Felony,2018/10/24,2018/12/03,N,40,Convicted,Concluded,Convicted,Child Sexual Abus
1239,18016487,,,,Misdemeanor,2018/11/27,2018/12/03,N,6,Convicted,Concluded,Convicted,Assault-Misdemean
1240,17015667,,,,Felony,2018/10/25,2018/12/04,N,40,Convicted,Concluded,Convicted,Homicide
1241,18005323,,,,Misdemeanor,2018/11/28,2018/12/05,N,7,Not Convicted,Not Concluded,Mistrial,DUI
1242,18004582,,,,Misdemeanor,2018/11/16,2018/12/05,N,19,Convicted,Concluded,Convicted,DUI
1243,17011069,,,,Misdemeanor,2018/11/30,2018/12/06,N,6,Convicted,Concluded,Convicted,DUI
1244,2494538,,,,Misdemeanor,2018/12/04,2018/12/06,N,2,Convicted,Concluded,Convicted,DUI
1245,16008618,,,,Misdemeanor,2018/11/29,2018/12/07,N,8,Not Convicted,Not Concluded,Mistrial,DUI
1246,18014927,,,,Misdemeanor,2018/11/28,2018/12/11,N,13,Convicted,Concluded,Convicted,Other-Misdemeanor
1247,2501420,,,,Misdemeanor,2018/12/04,2018/12/11,N,7,Convicted,Concluded,Convicted,DUI
1248,18014273,,,,Misdemeanor,2018/12/06,2018/12/12,N,6,Convicted,Concluded,Convicted,DUI
1249,18010772,,,,Felony,2018/11/28,2018/12/13,N,15,Not Convicted,Not Concluded,Mistrial,Attempted Homicid
1250,18009807,,,,Misdemeanor,2018/12/10,2018/12/13,N,3,Convicted,Concluded,Convicted,DUI
1251,17016236,,,,Felony,2018/11/14,2018/12/17,N,33,Convicted,Concluded,Convicted,Attempted Homicid
1252,17007655,,,,Felony,2018/10/15,2018/12/18,N,64,Not Convicted,Concluded,Not Convicted,Homicide
1253,18013128,,,,Felony,2018/12/03,2018/12/18,N,15,Convicted,Concluded,Convicted,Sexual Assault
1254,18005929,,,,Misdemeanor,2018/12/10,2018/12/19,N,9,Convicted,Concluded,Convicted,Assault-Misdemean
1255,18009615,,,,Misdemeanor,2018/12/13,2018/12/19,N,6,Not Convicted,Not Concluded,Mistrial,DUI
1256,18011038,,,,Felony,2018/12/11,2018/12/20,N,9,Convicted,Concluded,Convicted,DUI with Injury
1257,18013773,,,,Misdemeanor,2018/12/18,2018/12/20,N,2,Convicted,Concluded,Convicted,DUI
1258,18015224,,,,Misdemeanor,2018/12/17,2018/12/21,N,4,Convicted,Concluded,Convicted,Assault-Misdemean
1259,18004271,,,,Felony,2018/12/17,2018/12/24,N,7,Convicted,Concluded,Convicted,DUI
1260,18015844,18004074,,,Felony,2018/12/11,2018/12/28,N,17,Convicted,Concluded,Convicted,Assault-Felony
1261,18004622,,,,Misdemeanor,2018/12/26,2018/12/28,N,2,Not Convicted,Concluded,Not Convicted,DUI
1262,18010836,,,,Misdemeanor,2018/12/21,2019/01/03,N,13,Convicted,Concluded,Convicted,Assault-Misdemean
1263,18013240,,,,Felony,2019/01/02,2019/01/08,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
1264,18011003,,,,Felony,2018/12/12,2019/01/10,N,29,Convicted,Concluded,Convicted,Assault-Felony
1265,18008255,,,,Misdemeanor,2019/01/08,2019/01/14,N,6,Convicted,Concluded,Convicted,Threats
1266,18013592,,,,Misdemeanor,2019/01/04,2019/01/14,N,10,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1267,17008515,,,,Felony,2019/01/04,2019/01/16,N,12,Convicted,Concluded,Convicted,Assault-Felony
1268,16008618,,,,Misdemeanor,2019/01/09,2019/01/16,N,7,Convicted,Concluded,Convicted,DUI
1269,16019843,,,,Felony,2019/01/10,2019/01/17,N,7,Convicted,Concluded,Convicted,Robbery 1st Degre
1270,18018409,,,,Misdemeanor,2019/01/14,2019/01/18,N,4,Not Convicted,Concluded,Not Convicted,Threats
1271,18019316,,,,Misdemeanor,2019/01/15,2019/01/23,N,8,Not Convicted,Not Concluded,Mistrial,Other-Misdemeanor
1272,18018183,,,,Misdemeanor,2019/01/14,2019/01/24,N,10,Convicted,Concluded,Convicted,DUI with Injury
1273,18015787,,,,Felony,2019/01/14,2019/01/25,N,11,Convicted,Concluded,Convicted,Assault-Felony
1274,18005013,,,,Misdemeanor,2019/01/16,2019/01/25,N,9,Convicted,Concluded,Convicted,DUI
1275,17001175,,,,Felony,2019/01/09,2019/01/29,N,20,Convicted,Concluded,Convicted,Hit and Run
1276,18019587,,,,Misdemeanor,2019/01/23,2019/01/29,N,6,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1277,18018982,,,,Misdemeanor,2019/01/22,2019/01/29,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
1278,18008912,,,,Felony,2019/01/23,2019/01/31,N,8,Convicted,Concluded,Convicted,Burglary-Resident
1279,2512204,,,,Misdemeanor,2019/01/28,2019/01/31,N,3,Convicted,Concluded,Convicted,Gun-Misdemeanor
1280,18016136,,,,Felony,2019/01/17,2019/02/04,N,18,Convicted,Concluded,Convicted,Assault-Felony
1281,16015069,,,,Misdemeanor,2019/02/04,2019/02/08,N,4,Not Convicted,Concluded,Not Convicted,DUI
1282,16015069,,,,Misdemeanor,2017/06/19,2019/02/08,N,599,Not Convicted,Concluded,Not Convicted,DUI
1283,2508915,,,,Misdemeanor,2019/02/05,2019/02/13,N,8,Convicted,Concluded,Convicted,DUI
1284,2510632,,,,Misdemeanor,2019/02/07,2019/02/14,N,7,Not Convicted,Not Concluded,Mistrial,DUI
1285,16003117,,,,Felony,2019/01/17,2019/02/15,N,29,Convicted,Concluded,Convicted,Homicide
1286,18015469,,,,Misdemeanor,2019/02/11,2019/02/15,N,4,Not Convicted,Concluded,Not Convicted,DUI
1287,18015202,,,,Felony,2019/02/07,2019/02/19,N,12,Convicted,Concluded,Convicted,Assault-Felony
1288,18014815,,,,Misdemeanor,2019/02/06,2019/02/19,N,13,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
1289,18014787,,,,Misdemeanor,2019/02/19,2019/02/19,N,0,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1290,18004840,,,,Misdemeanor,2019/02/13,2019/02/20,N,7,Convicted,Concluded,Convicted,DUI
1291,18017678,,,,Misdemeanor,2019/02/15,2019/02/26,N,11,Convicted,Concluded,Convicted,Assault-Misdemean
1292,17011102,,,,Misdemeanor,2019/02/15,2019/02/27,N,12,Convicted,Concluded,Convicted,DUI
1293,18017483,,,,Felony,2019/02/19,2019/03/01,N,10,Convicted,Concluded,Convicted,Stalking
1294,12022732,,,,Felony,2019/01/28,2019/03/04,N,35,Convicted,Concluded,Convicted,Homicide
1295,18019507,,,,Misdemeanor,2019/02/28,2019/03/05,N,5,Convicted,Concluded,Convicted,DUI
1296,2513264,,,,Misdemeanor,2019/03/04,2019/03/07,N,3,Not Convicted,Not Concluded,Mistrial,DUI
1297,17006287,,,,Felony,2019/02/19,2019/03/08,N,17,Not Convicted,Not Concluded,Mistrial,Theft-Non Auto
1298,18014598,,,,Misdemeanor,2019/02/28,2019/03/08,N,8,Not Convicted,Not Concluded,Mistrial,DUI
1299,18008361,,,,Misdemeanor,2019/02/06,2019/03/11,N,33,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
1300,16021754,,,,Felony,2019/02/28,2019/03/11,N,11,Convicted,Concluded,Convicted,Assault-Felony
1301,18013055,,,,Misdemeanor,2019/03/06,2019/03/11,N,5,Not Convicted,Concluded,Convicted,Assault-Misdemean
1302,18016578,,,,Misdemeanor,2019/03/08,2019/03/12,N,4,Convicted,Concluded,Convicted,DUI
1303,18015292,,,,Misdemeanor,2019/03/07,2019/03/13,N,6,Convicted,Concluded,Convicted,DUI
1304,18014100,,,,Misdemeanor,2019/03/06,2019/03/13,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
1305,18017316,,,,Felony,2019/03/11,2019/03/13,N,2,Not Convicted,Concluded,Not Convicted,Assault-Felony
1306,17019284,,,,Misdemeanor,2019/03/11,2019/03/14,N,3,Convicted,Concluded,Convicted,DUI
1307,17016611,,,,Misdemeanor,2019/03/12,2019/03/14,N,2,Convicted,Concluded,Convicted,DUI
1308,17019284,,,,Misdemeanor,2019/03/12,2019/03/14,N,2,Convicted,Concluded,Convicted,DUI
1309,18017987,,,,Felony,2019/03/07,2019/03/18,N,11,Not Convicted,Not Concluded,Mistrial,Child Sexual Abus
